GS,MP,FG,FGA,2P,2PA,FT,FTA,DRB,TRB,AST,STL,TOV,PTS
0.0,13.1,1.4,3.2,1.1,1.9,1.8,2.7,1.3,1.6,0.8,0.4,1.6,5.0
0.0,4.6,0.6,1.6,0.6,1.2,1.0,1.0,0.4,0.6,0.4,0.2,0.4,2.2
4.0,14.8,2.2,4.9,1.4,3.2,1.1,1.6,0.8,1.1,0.9,0.6,0.8,6.2
0.0,11.1,1.8,3.3,1.5,2.2,1.1,1.3,0.9,1.0,1.2,0.5,0.9,5.0
3.0,15.4,1.8,5.6,0.9,2.8,0.5,0.6,1.6,1.8,1.0,0.3,0.5,5.0
2.0,17.2,1.9,4.0,1.3,2.4,0.6,0.7,2.7,3.1,0.8,0.6,0.4,4.9
20.0,20.8,2.0,3.5,2.0,3.5,0.9,1.9,3.3,4.5,2.1,0.5,1.2,4.9
1.0,15.3,1.9,4.7,1.6,3.4,0.7,0.9,0.9,1.0,2.9,0.6,1.2,4.8
1.0,14.9,1.7,4.3,1.4,3.1,0.6,0.8,0.9,1.1,2.9,0.6,1.1,4.3
0.0,19.3,4.0,8.8,3.5,6.5,1.3,1.5,1.0,1.0,3.0,0.5,1.5,9.8
0.0,11.5,2.0,5.3,1.4,3.1,0.3,0.3,0.6,0.8,2.0,0.3,1.0,4.8
0.0,14.9,2.7,6.9,2.0,3.9,0.4,0.4,0.8,0.8,2.1,0.4,1.1,6.6
0.0,8.3,1.2,3.7,0.8,2.3,0.2,0.3,0.5,0.9,1.8,0.3,1.0,3.0
12.0,16.2,2.1,3.4,2.1,3.4,0.7,1.8,3.3,5.0,0.3,0.2,1.1,4.8
0.0,12.0,1.7,4.5,1.0,2.3,0.5,0.7,1.5,1.7,0.7,0.3,0.4,4.7
0.0,11.9,1.6,4.3,1.0,2.3,0.4,0.5,1.6,1.8,0.5,0.3,0.5,4.1
0.0,12.3,2.1,4.8,1.1,2.2,0.7,0.9,1.2,1.4,0.9,0.3,0.3,5.9
2.0,15.7,1.9,4.5,1.6,3.7,0.6,0.9,1.3,1.6,3.3,0.5,1.0,4.7
2.0,14.0,2.0,5.1,1.8,4.2,1.0,1.3,1.1,1.5,3.1,0.5,1.1,5.2
0.0,16.5,1.9,4.3,1.5,3.4,0.5,0.7,1.5,1.7,3.4,0.5,1.0,4.5
0.0,14.8,1.9,3.5,1.9,3.5,0.8,1.6,2.8,4.4,0.4,0.3,0.7,4.7
1.0,11.7,1.6,4.0,1.0,2.4,1.0,1.0,1.5,2.1,0.6,0.1,1.1,4.7
0.0,12.6,1.7,4.1,1.1,2.2,0.8,0.9,1.6,2.0,0.5,0.4,0.3,4.7
3.0,17.1,1.7,4.5,1.6,3.8,0.9,1.1,2.9,4.8,0.5,0.5,0.9,4.5
0.0,8.4,1.0,2.6,0.8,1.7,0.2,0.2,1.5,2.2,0.4,0.4,0.5,2.4
3.0,23.9,2.3,5.9,2.2,5.5,1.5,1.8,4.1,6.9,0.7,0.5,1.2,6.1
1.0,14.3,2.0,4.6,2.0,4.5,0.5,0.9,2.3,3.4,0.5,0.4,0.7,4.5
31.0,21.3,1.7,4.2,1.7,4.1,1.0,1.3,1.8,2.9,1.0,0.3,0.9,4.5
9.0,13.1,1.8,3.6,1.8,3.6,0.9,1.2,1.9,2.8,0.6,0.2,0.5,4.5
0.0,11.5,1.5,5.0,1.0,3.5,1.0,2.0,0.5,0.8,1.3,0.8,1.3,4.5
5.0,10.2,1.8,4.3,1.4,3.1,0.7,0.7,2.1,2.8,0.3,0.2,0.7,4.5
7.0,15.4,1.8,4.0,1.1,2.2,0.2,0.3,1.4,1.5,0.9,0.2,0.5,4.4
6.0,15.8,1.5,3.9,1.0,2.2,0.2,0.4,1.3,1.5,0.8,0.2,0.5,3.7
1.0,15.0,2.1,4.1,1.2,2.2,0.1,0.3,1.5,1.6,1.1,0.2,0.4,5.2
50.0,19.7,1.5,3.8,0.6,1.3,0.5,0.6,1.9,2.2,1.2,0.6,0.7,4.4
2.0,13.9,1.7,4.0,1.3,2.8,0.5,0.9,1.3,1.6,1.1,0.3,0.8,4.4
1.0,9.0,1.3,2.9,1.2,2.3,1.5,1.9,0.5,0.7,1.0,0.4,0.7,4.3
0.0,13.2,1.8,2.8,1.6,2.2,2.4,3.0,0.4,0.4,1.4,1.2,0.4,6.2
0.0,3.7,0.6,1.8,0.6,1.7,0.7,0.8,0.1,0.1,0.3,0.1,0.3,1.8
1.0,11.3,1.8,3.8,1.4,2.8,1.7,2.3,0.9,1.2,1.3,0.3,1.0,5.5
3.0,12.5,1.8,3.5,1.6,2.9,0.5,0.9,2.1,3.0,1.0,0.4,0.5,4.3
1.0,14.0,1.5,3.2,1.5,3.1,1.2,1.8,2.3,3.8,0.5,0.5,0.7,4.3
4.0,13.4,1.6,4.0,1.3,3.0,0.7,1.0,0.8,1.2,2.1,0.7,0.9,4.3
1.0,14.1,1.7,4.4,1.3,3.1,0.6,0.9,1.3,1.5,2.6,0.5,1.2,4.3
18.0,12.0,1.7,3.2,1.6,3.0,0.9,1.2,1.3,2.0,0.3,0.4,0.7,4.2
8.0,11.5,1.7,3.4,1.5,2.7,0.6,0.9,1.6,1.9,0.3,0.3,0.5,4.2
0.0,13.1,1.6,3.6,1.2,2.3,0.6,0.6,1.3,1.5,2.0,0.4,0.8,4.2
6.0,14.0,1.2,3.3,0.2,0.8,0.6,0.8,1.1,1.3,0.5,0.3,0.3,4.1
4.0,9.8,1.5,3.8,1.3,3.1,1.1,1.5,0.8,1.5,0.5,0.3,0.6,4.1
6.0,13.7,1.5,3.8,0.9,2.1,0.6,0.8,1.2,1.5,0.6,0.2,0.3,4.1
1.0,16.1,1.6,4.6,1.3,3.0,0.6,0.9,2.0,2.6,2.1,0.4,1.4,4.0
1.0,27.0,2.8,8.0,2.3,5.3,1.0,1.5,3.0,4.0,3.8,0.8,1.5,7.0
11.0,16.1,1.4,3.9,0.9,2.1,0.6,0.7,0.6,0.7,2.3,0.4,0.8,4.0
2.0,13.0,1.5,3.4,1.5,3.3,1.0,1.4,1.8,2.8,0.6,0.3,0.8,4.0
0.0,14.8,1.5,3.0,1.0,2.3,0.5,1.0,0.8,1.0,1.0,0.0,1.0,4.0
2.0,11.2,1.7,3.4,1.7,3.4,0.5,0.8,1.7,2.5,0.2,0.4,0.2,3.9
11.0,11.6,1.5,3.2,1.2,2.5,0.8,1.1,1.4,2.0,0.7,0.3,1.0,3.9
14.0,12.8,1.7,3.4,1.7,3.3,0.4,0.6,1.3,2.1,0.6,0.4,0.6,3.8
0.0,12.4,1.5,4.2,1.0,2.6,0.1,0.4,1.5,1.6,0.8,0.3,0.7,3.7
0.0,11.1,1.2,2.2,1.2,2.2,1.4,1.8,1.8,2.7,0.4,0.2,0.6,3.7
0.0,13.4,1.5,2.8,1.5,2.8,0.6,0.9,2.9,4.2,0.2,0.2,0.6,3.6
2.0,13.7,1.3,3.5,0.9,2.2,0.6,0.8,2.0,2.8,0.8,0.5,0.6,3.6
1.0,15.5,1.4,3.7,1.2,2.7,0.6,0.7,1.4,1.7,2.8,0.9,1.7,3.5
0.0,6.4,1.1,2.6,1.1,2.1,1.1,1.4,0.3,0.7,0.3,0.0,0.3,3.4
0.0,6.5,1.2,2.7,1.1,2.1,1.5,1.9,0.2,0.6,0.3,0.0,0.4,3.9
5.0,14.9,1.3,3.2,0.9,1.8,0.3,0.5,1.8,2.5,0.6,0.6,0.5,3.4
2.0,15.7,1.5,4.1,1.3,2.8,0.5,0.9,2.0,2.9,1.2,0.7,0.9,3.8
3.0,14.6,1.3,2.8,0.8,1.4,0.2,0.4,1.7,2.3,0.4,0.5,0.4,3.3
16.0,12.1,1.5,2.8,1.5,2.8,0.4,0.6,2.7,3.6,0.4,0.3,0.6,3.4
2.0,11.8,1.3,3.1,1.2,2.6,0.5,0.8,1.4,2.4,0.6,0.4,0.6,3.4
0.0,9.4,1.2,2.6,1.2,2.5,0.8,1.3,0.8,1.4,0.3,0.4,0.3,3.3
1.0,13.8,1.3,2.6,1.3,2.6,0.7,2.0,2.6,3.7,0.5,0.3,0.9,3.3
7.0,15.9,1.4,3.4,1.1,2.2,0.2,0.2,1.3,1.6,3.0,0.7,1.1,3.3
0.0,6.8,1.2,2.6,1.0,1.8,0.7,1.4,0.7,0.9,1.2,0.4,0.4,3.3
4.0,8.9,1.4,3.0,1.4,2.9,0.6,0.9,1.4,1.9,0.5,0.3,0.5,3.3
2.0,10.6,1.3,2.8,1.3,2.8,0.7,1.0,1.4,2.7,0.6,0.3,0.7,3.2
3.0,10.1,1.3,3.2,1.2,2.7,0.6,0.7,0.9,0.9,1.7,0.5,0.7,3.2
3.0,15.9,1.4,2.9,1.4,2.8,0.3,0.6,2.9,5.1,1.3,0.2,0.9,3.1
0.0,7.5,1.1,2.3,0.8,1.4,0.7,0.8,0.2,0.2,0.9,0.1,0.5,3.1
1.0,9.3,1.2,3.0,1.2,2.9,0.6,0.8,1.4,2.5,0.3,0.1,0.3,3.0
0.0,9.2,1.0,3.0,0.7,2.0,0.6,0.9,0.7,1.0,0.4,0.2,0.4,3.0
0.0,12.0,1.0,2.8,0.4,1.2,0.4,0.5,1.4,1.5,0.9,0.5,0.3,3.0
1.0,11.2,1.2,3.1,1.2,3.0,0.5,0.7,1.4,2.1,0.5,0.4,0.3,2.9
1.0,8.6,1.0,2.4,0.6,1.2,0.4,0.5,0.8,1.2,0.6,0.3,0.3,2.8
0.0,7.5,1.1,3.0,1.1,2.9,0.5,0.7,0.9,1.2,0.4,0.1,0.5,2.7
0.0,9.2,1.1,3.1,1.0,2.8,0.3,0.5,1.1,1.8,0.6,0.1,0.5,2.7
0.0,10.9,1.1,3.0,1.0,2.6,0.3,0.5,0.9,1.2,1.0,0.5,0.7,2.6
5.0,8.3,1.1,1.9,1.1,1.9,0.5,1.2,1.2,1.8,0.3,0.1,0.5,2.6
0.0,8.3,0.9,2.4,0.8,2.0,0.8,1.1,0.9,1.3,0.3,0.2,0.3,2.6
0.0,3.8,1.0,2.4,0.8,2.0,0.4,0.7,0.1,0.2,0.5,0.0,0.4,2.6
0.0,11.4,1.1,2.5,1.1,2.4,0.5,1.0,1.3,2.3,0.1,0.4,1.0,2.6
0.0,4.4,1.0,2.1,0.7,1.6,0.2,0.5,0.6,1.0,0.0,0.0,0.3,2.5
0.0,6.2,0.9,2.4,0.4,0.8,0.2,0.3,0.8,1.1,0.0,0.1,0.3,2.4
0.0,6.4,0.9,2.4,0.4,0.9,0.2,0.3,0.8,1.1,0.0,0.1,0.4,2.6
0.0,8.9,0.9,2.7,0.9,2.4,0.5,0.7,1.3,1.5,0.2,0.3,0.2,2.4
0.0,7.8,1.0,2.7,0.9,2.1,0.2,0.3,0.7,1.0,0.6,0.1,0.3,2.4
0.0,9.4,1.0,2.9,0.8,2.3,0.1,0.1,0.9,1.3,1.4,0.3,0.4,2.4
0.0,5.2,0.8,2.1,0.6,1.5,0.4,0.5,0.4,0.7,0.5,0.3,0.6,2.3
0.0,4.4,0.4,1.1,0.3,0.8,0.3,0.4,0.3,0.5,0.5,0.2,0.6,1.4
0.0,6.8,1.6,3.9,1.3,2.7,0.7,0.8,0.7,1.1,0.6,0.6,0.6,4.0
1.0,7.5,0.9,1.9,0.9,1.6,0.4,0.7,1.1,1.6,0.4,0.3,0.5,2.2
1.0,4.7,0.4,1.0,0.4,0.9,0.3,0.6,0.8,1.0,0.3,0.2,0.3,1.1
0.0,12.7,1.7,3.5,1.7,2.8,0.6,1.0,1.7,2.8,0.6,0.5,0.9,4.1
0.0,7.4,0.8,2.3,0.8,2.2,0.5,0.8,1.1,1.8,0.2,0.4,0.7,2.2
0.0,10.3,1.3,3.4,1.3,3.3,0.6,1.1,1.4,2.5,0.4,0.5,1.1,3.1
0.0,10.2,0.8,2.4,0.8,2.4,0.5,1.0,1.6,2.5,0.6,0.5,0.7,2.2
0.0,4.4,0.6,1.9,0.6,1.8,0.0,0.2,0.1,0.7,0.3,0.6,0.6,1.1
0.0,8.9,0.8,2.2,0.4,1.0,0.2,0.2,0.6,0.6,1.2,0.4,0.4,2.2
0.0,7.4,0.8,1.9,0.5,1.1,0.2,0.3,0.6,0.8,0.6,0.4,0.3,2.1
0.0,9.1,1.0,2.1,0.5,1.2,0.2,0.3,0.8,1.0,0.7,0.4,0.2,2.7
0.0,5.0,0.5,1.6,0.4,0.9,0.2,0.3,0.4,0.4,0.6,0.5,0.3,1.3
18.0,13.8,0.7,2.5,0.4,1.2,0.4,0.5,1.3,1.4,0.9,0.3,0.5,2.1
13.0,15.4,0.7,2.6,0.5,1.0,0.5,0.6,1.5,1.6,1.1,0.3,0.6,2.2
5.0,11.1,0.7,2.5,0.4,1.5,0.3,0.4,0.9,1.1,0.5,0.2,0.3,2.0
3.0,8.9,0.9,2.3,0.9,2.2,0.2,0.3,0.9,1.6,0.3,0.2,0.4,2.1
0.0,6.7,0.9,1.6,0.8,1.4,0.4,0.6,0.8,1.0,0.3,0.1,0.2,2.1
0.0,6.7,0.8,2.0,0.4,0.7,0.1,0.2,0.6,0.6,0.1,0.1,0.0,2.1
0.0,5.8,0.8,2.0,0.5,0.9,0.2,0.3,0.5,0.9,0.3,0.3,0.3,2.0
7.0,10.8,0.8,2.1,0.7,1.7,0.2,0.3,0.6,0.9,0.2,0.3,0.2,1.8
7.0,11.1,0.9,2.1,0.7,1.6,0.2,0.3,0.6,1.0,0.3,0.3,0.1,2.0
0.0,10.4,0.7,2.2,0.6,1.9,0.1,0.2,0.6,0.9,0.2,0.2,0.3,1.5
0.0,4.8,0.7,2.0,0.6,1.2,0.2,0.2,0.3,0.5,0.2,0.2,0.3,1.8
0.0,10.5,0.7,1.8,0.7,1.8,0.3,0.3,0.9,1.0,0.8,0.4,0.2,1.8
0.0,6.2,0.5,1.7,0.4,1.2,0.6,1.0,0.5,0.7,1.2,0.3,0.9,1.7
0.0,2.0,0.0,0.4,0.0,0.2,0.2,0.8,0.2,0.2,0.4,0.0,0.2,0.2
0.0,8.3,0.7,2.3,0.7,1.7,1.0,1.3,1.0,1.3,2.0,1.0,0.7,2.3
0.0,9.8,1.0,2.8,0.8,2.0,0.8,1.0,0.5,0.8,1.5,0.0,2.0,3.0
0.0,9.2,0.5,1.2,0.4,0.9,0.6,0.6,0.8,1.0,0.8,0.3,0.2,1.7
0.0,6.7,0.7,1.7,0.7,1.6,0.4,0.5,1.4,2.1,0.3,0.0,0.6,1.7
0.0,4.6,0.7,1.4,0.7,1.3,0.3,0.5,0.8,1.0,0.1,0.2,0.5,1.7
3.0,9.1,0.6,1.6,0.3,0.7,0.1,0.1,0.8,0.9,0.5,0.2,0.3,1.5
0.0,2.9,0.5,1.5,0.3,0.9,0.3,0.5,0.5,0.6,0.1,0.0,0.4,1.4
0.0,4.0,0.5,1.3,0.5,1.0,0.3,0.5,0.3,0.3,0.1,0.0,0.1,1.3
0.0,7.2,0.6,2.0,0.6,1.4,0.0,0.4,0.6,0.6,1.4,0.0,0.8,1.2
1.0,7.0,0.5,1.4,0.5,0.8,0.2,0.5,1.5,1.8,0.5,0.6,0.5,1.1
0.0,9.4,0.4,2.3,0.3,1.3,0.2,0.2,1.0,1.1,0.7,0.1,0.3,1.0
0.0,4.4,0.3,1.1,0.3,0.9,0.1,0.2,0.5,0.8,0.1,0.1,0.5,0.8
0.0,4.2,0.3,0.9,0.3,0.8,0.1,0.2,0.4,0.7,0.1,0.1,0.5,0.8
1.0,3.6,0.3,0.5,0.3,0.5,0.2,0.3,0.5,0.7,0.2,0.2,0.2,0.8
0.0,5.7,0.2,1.1,0.1,0.3,0.1,0.4,0.3,0.3,0.9,0.4,0.0,0.7
0.0,6.3,0.3,1.5,0.0,0.3,0.0,0.5,0.5,0.5,1.0,0.8,0.0,0.8
0.0,5.2,0.2,0.8,0.2,0.4,0.2,0.4,0.2,0.2,0.8,0.2,0.0,0.6
0.0,4.8,0.3,1.0,0.3,0.9,0.0,0.1,0.4,0.6,0.2,0.1,0.2,0.7
0.0,3.6,0.1,0.8,0.1,0.6,0.3,0.4,0.4,0.6,0.3,0.1,0.0,0.5
78.0,38.9,9.1,19.7,7.3,14.4,7.6,8.7,6.1,6.8,2.7,1.1,2.8,27.7
79.0,38.8,9.6,18.8,8.4,15.3,6.4,8.4,6.5,7.5,7.0,1.6,3.6,26.7
77.0,35.7,8.9,19.5,7.6,16.3,6.6,7.9,5.8,7.3,2.9,0.9,2.7,25.6
50.0,35.5,8.7,19.3,7.9,16.8,6.9,8.3,6.1,7.6,2.8,0.9,2.8,25.2
27.0,36.2,9.1,19.9,7.2,15.2,6.1,7.0,5.2,6.7,3.0,0.9,2.4,26.3
76.0,37.1,9.1,18.2,8.3,15.5,6.5,8.6,4.8,6.4,4.6,1.5,3.1,25.5
82.0,33.9,9.0,20.0,7.6,15.6,5.9,7.1,4.1,5.1,4.7,1.2,3.0,25.3
78.0,36.8,9.5,19.0,9.4,18.7,6.1,7.7,5.6,8.2,2.6,0.9,3.2,25.3
81.0,37.4,8.8,19.7,7.2,15.0,5.9,6.9,3.1,4.1,7.7,1.0,3.4,25.0
80.0,40.3,9.1,20.1,7.4,15.4,4.3,5.4,3.0,3.5,5.6,2.1,3.2,24.1
80.0,32.5,6.9,15.8,4.7,10.1,7.4,8.4,2.9,3.2,2.5,1.0,2.3,23.5
73.0,34.3,8.4,16.2,7.5,13.8,5.4,6.1,6.3,7.0,2.6,0.5,1.9,23.0
78.0,37.6,7.9,13.4,7.9,13.3,7.0,11.7,10.1,14.1,1.4,1.4,3.6,22.9
82.0,38.0,8.5,16.8,8.4,16.5,5.4,8.5,8.8,12.1,3.8,0.8,2.7,22.5
56.0,37.7,7.6,16.9,5.7,11.8,5.1,6.2,2.1,2.9,4.4,1.3,2.7,22.3
82.0,34.7,7.5,17.0,7.1,15.7,6.5,7.7,3.1,4.6,8.2,1.9,3.9,21.9
81.0,39.6,8.7,17.5,8.7,17.2,4.3,5.5,5.3,8.8,2.1,1.0,1.9,21.8
66.0,35.7,8.0,17.8,6.8,14.4,4.3,5.3,4.1,5.2,1.8,0.5,2.3,21.4
79.0,35.0,6.8,15.9,4.8,10.8,5.0,5.9,4.3,5.4,2.6,1.1,2.6,20.5
82.0,35.2,7.9,16.0,7.9,16.0,4.7,6.0,3.5,6.0,1.6,0.6,2.1,20.4
73.0,35.8,6.6,14.1,5.4,11.2,5.8,6.8,10.7,15.2,2.5,0.6,2.1,20.2
65.0,37.9,6.6,15.0,5.0,10.1,5.4,6.3,3.4,4.0,10.3,1.2,3.5,20.1
53.0,37.9,7.0,15.2,5.3,10.3,5.7,6.7,3.3,3.9,9.7,1.2,3.5,21.3
12.0,38.0,4.9,14.1,3.6,9.2,3.8,4.8,3.9,4.6,12.8,1.3,3.6,15.0
74.0,36.3,8.0,15.8,7.9,15.3,4.0,5.3,7.8,12.2,2.2,0.8,2.0,20.1
54.0,39.9,7.6,16.1,6.5,13.4,3.6,4.5,4.7,6.2,2.8,1.7,2.5,19.8
73.0,32.3,7.7,17.1,6.9,14.8,3.0,4.0,4.0,5.6,2.2,0.7,2.7,19.2
80.0,34.7,6.3,12.8,5.0,9.1,4.8,5.6,5.0,5.4,3.3,1.0,2.1,18.9
70.0,35.0,7.5,14.9,7.5,14.7,3.8,4.7,5.3,7.6,2.3,1.0,2.0,18.9
82.0,37.0,7.2,13.7,7.2,13.6,4.3,5.2,6.9,10.2,3.3,0.6,1.7,18.8
77.0,36.3,6.8,13.7,6.7,13.4,5.0,6.1,6.5,8.3,1.9,0.8,1.8,18.7
74.0,33.6,6.8,14.2,4.8,9.6,2.9,3.1,3.2,3.9,5.8,1.5,3.1,18.6
67.0,35.9,6.5,15.8,4.7,10.4,3.7,4.6,3.7,4.5,3.6,1.2,3.1,18.5
74.0,32.6,7.7,15.3,7.7,15.2,2.9,3.9,6.2,8.2,2.5,0.6,2.0,18.3
72.0,35.5,7.1,16.1,5.9,12.0,2.7,3.4,3.2,4.0,4.7,0.7,2.0,18.2
38.0,32.9,6.7,15.6,5.1,10.9,3.1,4.2,5.2,6.7,1.7,0.9,1.4,18.0
53.0,37.0,6.7,16.4,5.9,13.8,3.6,4.7,4.0,4.8,5.6,1.5,3.2,17.8
78.0,32.4,7.1,13.7,6.8,12.8,3.0,3.9,2.7,3.1,6.6,1.2,2.6,17.5
82.0,39.1,6.5,14.1,5.1,10.0,3.1,4.1,4.4,5.8,2.8,1.0,1.9,17.4
79.0,30.3,5.5,12.7,3.6,7.2,4.5,5.1,3.2,3.7,4.9,1.5,2.2,17.4
40.0,31.8,6.4,14.6,4.8,10.4,2.9,3.6,2.3,2.7,1.2,0.7,1.4,17.4
76.0,34.3,6.9,13.0,6.8,12.7,3.4,4.4,5.5,7.6,2.5,1.4,1.9,17.3
82.0,34.8,6.6,14.1,6.5,13.4,4.0,4.9,2.9,3.8,1.8,1.0,1.8,17.2
72.0,32.1,4.7,11.0,2.7,6.0,5.3,5.8,2.3,2.6,5.4,1.0,2.5,16.8
51.0,32.3,4.6,10.5,2.5,5.8,5.2,5.6,2.2,2.5,5.3,1.0,2.5,16.5
21.0,31.6,5.0,12.3,3.0,6.3,5.7,6.3,2.5,3.1,5.5,0.9,2.3,17.5
63.0,33.9,6.7,15.0,6.6,14.7,3.4,4.4,5.4,8.2,2.3,1.5,2.7,16.8
80.0,36.1,6.0,12.2,3.9,7.5,2.4,2.7,2.8,3.4,2.7,1.0,1.5,16.5
73.0,36.1,6.8,13.4,6.8,13.4,2.9,3.7,6.8,9.8,3.2,1.0,2.3,16.5
77.0,34.4,6.5,13.5,5.8,11.5,3.0,4.1,6.8,8.5,3.3,1.3,2.6,16.5
64.0,37.8,5.8,14.1,5.3,12.4,4.4,5.7,4.1,4.6,8.3,1.8,3.8,16.4
82.0,38.4,5.9,14.0,3.5,7.7,2.2,2.8,4.2,5.3,3.0,1.5,1.6,16.4
61.0,34.4,5.7,14.7,4.2,9.9,3.2,3.9,3.0,3.7,4.8,1.5,2.3,16.2
69.0,33.6,5.4,11.9,3.5,7.3,3.2,3.8,2.6,3.1,2.0,1.2,1.7,15.9
80.0,36.0,5.4,11.6,4.5,9.3,4.2,4.8,3.6,4.1,9.8,2.4,2.2,15.9
10.0,31.3,6.0,13.3,4.5,9.0,2.2,2.6,1.6,1.9,4.1,1.1,2.0,15.8
63.0,37.9,5.4,12.0,4.6,9.4,3.9,5.3,6.5,8.0,2.4,1.5,2.1,15.7
48.0,39.0,5.3,12.1,4.5,9.9,4.4,5.9,6.7,8.2,2.4,1.2,2.1,15.6
15.0,35.7,5.8,11.7,4.7,8.2,3.0,3.9,5.9,7.6,2.5,2.0,2.3,15.8
80.0,33.9,5.9,13.2,3.5,7.2,1.5,2.0,3.3,4.1,1.8,1.2,1.2,15.6
25.0,31.8,7.3,15.6,4.8,9.6,2.2,2.9,3.1,4.4,1.4,1.1,1.2,19.3
55.0,34.9,5.3,12.1,2.9,6.1,1.1,1.6,3.4,4.0,2.0,1.2,1.2,13.9
60.0,33.9,4.3,10.3,2.6,5.6,5.4,6.3,4.0,4.9,1.7,0.8,1.3,15.6
48.0,34.8,4.4,10.6,2.7,5.6,5.4,6.0,3.8,4.8,1.7,0.8,1.2,15.9
12.0,30.9,3.9,9.4,2.4,5.5,5.6,7.2,4.6,5.4,1.6,0.9,1.8,14.7
54.0,36.5,5.7,13.4,4.1,9.0,2.6,3.2,2.9,3.6,8.3,1.7,2.9,15.5
54.0,38.4,6.3,14.8,4.6,9.9,2.9,3.4,2.9,3.6,9.0,1.8,3.3,17.1
0.0,31.6,4.2,9.7,2.9,6.8,1.8,2.9,3.2,3.6,6.5,1.3,2.1,11.5
54.0,31.2,5.2,11.8,4.8,10.5,4.7,5.4,2.1,3.1,5.2,1.1,2.2,15.5
49.0,33.3,6.0,13.2,4.4,8.8,1.8,2.2,4.6,5.7,1.7,0.7,1.4,15.3
30.0,34.5,6.4,14.0,4.7,9.2,1.9,2.3,4.7,5.9,1.7,0.7,1.3,16.4
19.0,30.6,4.8,11.5,3.6,7.9,1.6,2.0,4.4,5.0,1.6,0.7,1.8,12.5
77.0,35.1,6.7,12.0,6.6,11.9,1.9,2.4,7.0,9.3,3.5,0.8,1.5,15.3
70.0,31.7,4.8,11.5,4.0,8.9,4.7,5.7,2.1,2.4,7.1,1.0,2.9,15.2
54.0,31.9,4.8,11.3,4.2,9.3,4.8,5.7,2.2,2.4,7.6,1.1,2.9,15.0
16.0,31.2,4.9,11.8,3.4,7.7,4.5,5.6,2.0,2.4,5.4,0.8,2.9,15.8
81.0,34.7,6.2,12.1,6.2,12.1,2.6,3.4,5.4,8.3,1.5,1.1,1.2,15.0
29.0,29.9,5.9,13.0,4.9,10.8,2.3,3.0,3.3,4.1,1.6,1.0,1.7,15.0
71.0,31.3,6.1,11.6,6.1,11.5,2.6,3.1,7.7,8.9,2.4,1.3,1.6,14.9
75.0,33.3,5.3,10.8,4.2,8.1,3.0,3.3,2.9,3.5,11.4,0.6,3.5,14.7
75.0,30.5,5.4,8.7,5.3,8.7,3.8,5.4,5.7,7.6,2.0,1.1,1.8,14.5
82.0,33.6,4.9,11.7,3.5,7.6,3.3,3.6,2.3,2.7,6.1,0.7,1.9,14.4
35.0,32.2,5.8,10.9,4.9,8.7,2.0,3.0,6.5,8.7,3.0,0.6,1.7,14.4
0.0,30.2,4.8,11.5,3.3,6.9,2.9,3.4,1.4,1.7,3.2,0.8,1.9,14.2
62.0,28.5,5.3,12.4,5.3,12.2,3.4,5.0,6.0,8.6,2.5,1.0,3.3,14.1
39.0,27.2,5.2,12.2,4.2,9.6,2.7,3.1,1.9,2.3,3.1,0.7,1.6,14.1
67.0,36.9,5.0,11.3,4.1,8.6,3.1,4.5,4.9,5.8,6.3,1.5,2.1,14.1
78.0,32.8,6.1,12.8,5.6,11.6,1.5,2.2,3.2,4.2,2.8,0.4,1.1,14.1
56.0,30.8,5.0,12.6,3.7,8.4,2.6,3.1,2.3,2.6,6.6,0.9,2.9,14.0
34.0,29.6,4.9,12.8,3.9,9.1,2.4,2.8,2.3,2.7,7.1,0.9,2.9,13.3
22.0,32.9,5.1,12.2,3.2,7.3,3.0,3.4,2.3,2.5,5.6,0.9,3.0,15.2
63.0,28.1,5.3,12.2,3.7,7.8,1.8,2.4,3.0,3.8,2.0,0.9,1.2,14.0
22.0,30.2,5.7,12.1,4.5,8.5,2.5,3.4,3.6,4.1,2.9,0.9,1.6,15.1
41.0,27.2,5.2,12.3,3.4,7.5,1.4,1.9,2.8,3.6,1.6,0.9,1.1,13.5
82.0,35.4,5.4,12.2,4.5,9.5,2.1,2.5,3.2,4.0,6.5,1.5,2.7,14.0
70.0,35.0,5.1,12.3,4.0,9.3,2.7,3.3,3.3,3.6,3.5,1.0,1.9,14.0
66.0,28.2,5.4,11.7,5.4,11.6,3.1,4.6,6.0,8.7,1.1,0.6,2.2,13.8
81.0,35.5,5.2,11.8,4.2,9.1,2.2,3.0,2.7,3.0,6.5,1.8,2.2,13.7
64.0,34.6,5.2,10.4,4.4,8.1,2.5,2.9,2.8,3.4,4.9,1.2,1.8,13.7
0.0,23.3,4.3,10.6,3.1,7.2,3.9,4.7,1.6,2.0,3.4,0.6,1.4,13.7
71.0,34.2,4.6,10.8,2.9,6.2,2.6,3.3,2.9,4.1,6.7,1.4,2.1,13.5
76.0,28.4,5.5,11.0,5.5,11.0,2.4,3.4,6.7,8.9,2.7,0.7,1.6,13.4
51.0,32.4,4.9,10.9,4.1,8.1,2.6,3.3,3.8,4.8,1.4,0.7,1.3,13.3
49.0,37.0,5.5,12.6,4.4,8.9,3.0,3.7,4.4,5.6,1.8,0.8,1.6,15.2
2.0,23.5,3.8,7.8,3.5,6.7,1.9,2.4,2.7,3.3,0.7,0.5,0.9,9.8
